Event Name,Start Time,End Time,Event ID,Created
LUNCH,12/3/2025 3:00pm,12/3/2025 3:30pm,_8gojih2370okcb9l64r4ab9k6ssjaba175346b9p6cp44hi18op3ie256g,12/3/2025 1:07pm
Chess 6-7 leave 530,12/3/2025 5:30pm,12/3/2025 6:30pm,_6gs36ghj6kq3eb9p8l348b9k8d23ab9p8opkcba66h23aea28ooj4g9o70,12/3/2025 11:37am
FORTITUDE BUILD,12/4/2025 9:00am,12/4/2025 1:30pm,_892jchho890jib9n61232b9k8p0jcba26t1j0ba668qj6c9i8os30gq48k,12/3/2025 1:01pm
LUNCH,12/4/2025 3:00pm,12/4/2025 3:30pm,_70pj6h1o8l334b9n8kp30b9k6gr4ab9p8ksj6ba48opj6chh64o3ce2460,12/3/2025 1:06pm
LUNCH,12/4/2025 3:00pm,12/4/2025 3:30pm,_892j6gho8kpjgb9g60sj4b9k60qjcba2750jgb9n8gp38ga46kp34g9i8o,12/3/2025 1:07pm
MODEL SOCIETY HOMEPAGE BUILD,12/4/2025 4:30pm,12/4/2025 7:00pm,_8524cgi18opkcb9m8h2k4b9k74rj2ba16oqjcba36cp30gi58h2j2e268g,12/3/2025 1:03pm
SHEPS WEBSITE DESIGN,12/5/2025 11:00am,12/5/2025 1:30pm,_6cs34ghn8kqj6ba16ss3ab9k84pjib9o651jeb9k650jce1k8523gha460,12/3/2025 1:03pm
POPSIM CAUSAL LOOP #4,12/5/2025 2:30pm,12/5/2025 5:30pm,_8d1j2d9n88q42b9n89246b9k88ok4b9o88rjab9g6op32h9h652k4e9h60,12/3/2025 1:07pm
LUNCH,12/5/2025 3:15pm,12/5/2025 6:10pm,_60pkcchm64q3iba668qj2b9k690j2ba260oj4b9i8kr34e2364rkcg9n8c,12/3/2025 1:05pm
Brains On! Universe Smarty Party,12/6/2025 4:00pm,12/6/2025 4:45pm,_6cp3ehhl74qj4b9k8cp3gb9k64sjiba275334b9o8p242gq561230d1n8o,11/30/2025 6:23pm
CONCERT IS TONIGHT! 7p-10p,12/6/2025 6:00pm,12/6/2025 10:00pm,_60sjae2664q34b9j6l138b9k70rjeb9p68qjeb9i6d348ghi890kac9o84,9/2/2025 11:02pm
Ninja open gym EXCEPT 5-6,12/7/2025 4:45pm,12/7/2025 6:15pm,_71130cq584q48b9l84q36b9k6cr3eba16gq44b9j69348hhj68sjge1i68,1/18/2026 1:41am
YES MAKE-UP Ninja open gym EXCEPT last sunday 5-6,12/7/2025 4:45pm,12/7/2025 6:15pm,_71130cq584q48b9l84q36b9k6cr3eba16gq44b9j69348hhj68sjge1i68_20251207T214500Z,1/18/2026 1:41am
SHEPS WEBSITE DESIGN,12/8/2025 11:00am,12/8/2025 2:00pm,_89138cpm6op48b9k6gqk8b9k8co32ba26h2k6b9h88r34gph84qjge9n8c,12/6/2025 1:49pm
LUNCH,12/8/2025 1:00pm,12/8/2025 1:30pm,_8crj4hhh6op4cb9h60rj0b9k64rj0ba268p3cb9o74qk8ea66p2kagq16o,12/6/2025 1:49pm
MTG: SHEPS IT WEBSITE,12/8/2025 2:00pm,12/8/2025 3:00pm,_84qjidq264q3cba384pk4b9k8gq48b9o6gpjib9l751k4c2168rj6ca584,12/5/2025 4:48pm
Watch video,12/8/2025 3:00pm,12/8/2025 4:00pm,_8p34adhk65138b9n6spjeb9k6p0k6b9p7513gb9o75238e1l6oq46h9i8g,12/4/2025 5:35pm
LUNCH,12/9/2025 1:00pm,12/9/2025 2:00pm,_6d2jcc9i64r46b9o6923ab9k89230ba284sj6ba56gsjac1h70o3gea58k,12/6/2025 1:49pm
Private with Alex! leave 5:50 (6:30-7:30),12/11/2025 5:30pm,12/11/2025 8:00pm,4h7o4vnd2e8btjhcqtcn54c9oa,12/2/2025 1:04am
ADRIAL WASH HAIR,12/11/2025 11:00pm,12/11/2025 11:55pm,_64s3gga368o3cb9p8d2j0b9k8d34cba28ko3ib9i60r3agph6ksj8d9p88,12/12/2025 2:26am
Three colleges observatory! Leave 430 (6-8),12/14/2025 5:00pm,12/14/2025 10:00pm,_6csj6gpp8p33cb9i891k4b9k70q48ba284pjab9h8d14ada48orkcdpg8g,11/27/2025 10:00pm
Dishwasher install,12/16/2025 7:00am,12/16/2025 7:00pm,_6goj2dhi6933gb9j6cojib9k88ok4b9o851j6ba48cq30e1g6l1j6hi46o,11/28/2025 1:29pm
Ezpro bath shower fix (sweep & lower buffer thingy),12/16/2025 1:30pm,12/16/2025 3:30pm,_60p44di2892k6b9k8oqk8b9k850k4ba1710k2ba174qkce1o8ksk4ga364,12/9/2025 12:35pm
CALL MARIELLE !,12/16/2025 5:00pm,12/16/2025 6:00pm,_6co38e9j6grjib9i7114ab9k84qkcba16l14ab9l6srj4d23750jicpj6c,1/8/2026 10:54am
CWJ WINTER HVAC CHECK!,12/17/2025 2:00pm,12/17/2025 4:00pm,_68q4aha485242b9i8coj2b9k8krkcba26cp32ba46cs3chi48523idpi8o,12/11/2025 12:19pm
MUSEUM OF LIFE & SCIENCE FREE DAY!,12/18/2025 12:00pm,12/18/2025 7:00pm,_7113edhj8h0jgb9i70qkcb9k8d2kaba274q36b9i8ksjedpp8gpj0ci36g,8/20/2025 9:13am
Holman family dentist 2-3 Heather,12/18/2025 1:45pm,12/18/2025 3:15pm,_88q3eha560qk6b9i6d332b9k8kok8ba18p2jgba16p23ac9m6kpj4ghl64,6/5/2025 3:12pm
CHINESE LANTERN FESTIVAL,12/18/2025 3:45pm,12/18/2025 7:15pm,_6so3ah9o64sj0b9g6grjgb9k8orjeb9o6cp36b9g6csjeghg6t0k6dq370,12/12/2025 2:23am
MTG: DAVID BOLLT,12/19/2025 2:00pm,12/19/2025 3:30pm,_6osjedi66124ab9i6t0j2b9k6p23cba16sp3eb9h70ojcc1n84r36ha38g,12/18/2025 3:15pm
Jordan & Tatiana masterclass,12/20/2025 2:00pm,12/20/2025 4:00pm,_60r3aghg6l0k2ba38kq30b9k6cojgb9o64rjaba28513ihhi6p1j2dpl8g,12/3/2025 10:32pm
60 Min Meeting between Adrial Dale and Adrial CLIENT,12/22/2025 9:00am,12/22/2025 10:00am,_d5s3cqjq8sqn8p216p8k2gqi8l76ihiqc5n40gr1dgn66rrd,12/21/2025 4:44pm
60 Min Meeting between Adrial Dale and Adrial CLIENT,12/22/2025 10:00am,12/22/2025 11:00am,_6ll32di16lkm6ua471r6ukj3cgpngrhp753k0gr1dgn66rrd,12/21/2025 4:45pm
Indra’s hair cut appt 630-7,12/22/2025 6:30pm,12/22/2025 8:00pm,_891kcd1h84q44ba5752k4b9k8ookaba18os3cb9n6d33ee1n6gs34e9l6o,10/27/2025 7:27pm
Hang shower towel up (2days),12/22/2025 11:00pm,12/22/2025 11:55pm,_8cq3ih2664r3cb9l6d142b9k710j0ba265134b9o6oq3ae1l70q32e258k,12/21/2025 5:21pm
ADRIAL WASH HAIR,12/22/2025 11:00pm,12/22/2025 11:55pm,_8p1jgc1i8l13ab9j8ks32b9k8ko4ab9o88r36ba46oojichk8cr46cq48g,12/23/2025 3:53am
CWJ WINTER HVAC CHECK!,12/24/2025 2:00pm,12/24/2025 4:00pm,_74sjaea26l134b9i8or32b9k85244ba1712j2ba564r44e9m6cr48d2388,12/17/2025 4:22pm
ADRIAL HAIRCUT (5 wks),12/28/2025 3:00pm,12/28/2025 4:00pm,_88qj0di474rjaba568sk6b9k892j6ba270q30b9n64pj0h216gs38dho6c,12/21/2025 3:38pm
Tim: Adrial Designs Meeting (50 mins),12/29/2025 6:00pm,12/29/2025 6:50pm,u484vaga1iq472feom4tk8qqmc,12/9/2025 8:51pm
Change smoke alarm batteries,1/4/2026 1:00pm,1/4/2026 2:00pm,_711j4e9p84o32b9g8d14cb9k8933gba2610j6ba4651j0gq46d13ah1l70,1/4/2026 12:05pm
New Event,1/5/2026 12:00pm,1/5/2026 3:00pm,_6orjida18oo36ba56h23cb9k6sskcba170o44b9h890jie9l88sjicq68g,12/29/2025 1:00pm
Leah Frerichs: Adrial Designs Meeting (50 mins),1/5/2026 1:30pm,1/5/2026 2:20pm,j01kciba5au1olcqm3s0833b24,12/16/2025 3:13pm
60 Min Meeting between Adrial Dale and Adrial CLIENT,1/6/2026 10:00am,1/6/2026 11:00am,_652keihoep55cdjqadt50thnep0nerr78dmk0gr1dgn66rrd,1/5/2026 7:27pm
CALL BOLLT,1/6/2026 5:00pm,1/6/2026 6:00pm,_6or4ae1i8923eba468q46b9k70rkcba16crj0b9i651k8h9i8l24agpi6o,12/30/2025 4:59pm
60 Min Meeting between Adrial Dale and Adrial CLIENT,1/7/2026 9:00am,1/7/2026 10:00am,_6t34eti59l36qe39cta4cj9i6hnmakj1cook0gr1dgn66rrd,12/22/2025 12:41pm
New Event,1/7/2026 12:15pm,1/7/2026 1:00pm,_6ko3eh9i8grkab9g68o38b9k6p334ba270o3iba48gp3gh216csj6chh84,1/8/2026 11:03am
HSA FIDELITY,1/8/2026 4:00pm,1/8/2026 5:00pm,_74o32dph6cr3ab9o6oq34b9k84o42b9p6p2j8b9k88s30ea46p234ghh68,1/6/2026 3:22pm
Chrisana Hughes: Adrial Designs Meeting (25 mins),1/8/2026 6:00pm,1/8/2026 6:25pm,bkbuvp3pmukdt4reasi3k161m0,1/6/2026 5:10pm
DISHWASHER INSTALL BEST BUY,1/9/2026 8:00am,1/9/2026 6:30pm,_8oq34c256gok4b9g6gr36b9k64oj8ba188r3eb9n6cp44cq68934adhj6o,12/21/2025 12:08pm
ICE OUT FOR GOOD,1/9/2026 11:00am,1/9/2026 12:30pm,_6coj4gq160ok4b9h70rjib9k68sk6ba16h0k4ba46spk6c228oojccq470,1/9/2026 1:28pm
EZPRO BATH SHOWER FIX (CHRIS),1/9/2026 1:30pm,1/9/2026 3:30pm,_6ooj2gq46kpjiba38h33cb9k89242b9p84q42b9o8op3eh9l6d2kag9h60,12/22/2025 2:29pm
Three colleges observatory public night 630-830! Leave 530,1/9/2026 5:20pm,1/9/2026 11:20pm,_64o3ie9o75334b9n60q38b9k6l2kcba28ko3gb9j8kq3cd218gs42ghp8g,12/2/2025 4:28pm
FUSION SATURDAY!,1/10/2026 8:00pm,1/10/2026 11:55pm,_84qjecpp6t130b9j8l0kcb9k88sjcba168r3cb9m64s3ec1n75136ea38o,12/3/2025 5:44pm
Dishwasher haul away,1/12/2026 7:00am,1/12/2026 7:00pm,_6t1k2chi60s34b9i88s3eb9k8913cba26l342b9o890k4d1l6t2kcd1j6g,12/21/2025 3:11pm
Kelly from 314 number from ed jones,1/12/2026 11:15am,1/12/2026 12:15pm,_8d2j4gpm8d2k6ba674ok2b9k652j4b9o60p46b9g8h346h9m70ojaha668,1/5/2026 4:03pm
Miranda Cominole: Adrial Designs Meeting (50 mins),1/12/2026 12:30pm,1/12/2026 1:20pm,di47b32n54stuj1bue47qagc30,1/12/2026 8:42am
MTG: SHEPS IT WEBSITE,1/12/2026 2:00pm,1/12/2026 3:00pm,_8gr36d9h6krk8b9i6523gb9k8kpkcb9o8oq4ab9h752kadhm65242di48k,12/8/2025 2:40pm
Adrial/ShepsDATA+ Research Engagement Monthly Meeting,1/12/2026 3:00pm,1/12/2026 4:00pm,_60q30c1g60o30e1i60o4ac1g60rj8gpl88rj2c1h84s34h9g60s30c1g60o30c1g68o36e9n7113gea275248ghg64o30c1g60o30c1g60o30c1g60o32c1g60o30c1g6sq3ed9n8l0j0dpk71246g9k71138dpp6p0kad256l2kcg9o710g_20260112T190000Z,12/8/2025 2:52pm
MTG: KIRAN (TOSS THE COIN),1/13/2026 10:00am,1/13/2026 11:00am,_612j4g9h61248b9h6srjeb9k6p2j2ba28ooj8b9k70pk8da669342h1i70,1/10/2026 12:30am
BLAKE HART CITY OF DURHAM HVAC INSPECTOR,1/13/2026 12:00pm,1/13/2026 3:00pm,_60sjggi68d242ba188r3cb9k6gsjcba26ss3gb9m74o3gca4690k4c1l8g,12/29/2025 1:02pm
2p MTG: BOLLT,1/13/2026 2:00pm,1/13/2026 3:00pm,_752k6d9m6crjib9j8h2k6b9k6ksjiba184sj0b9j8kokad2270r36ha564,1/10/2026 2:50pm
"Private lesson with Alex, leave 6:45 for lesson at 7:30",1/13/2026 6:30pm,1/13/2026 9:00pm,_74sjachk8coj8b9m6533eb9k8ks4cb9p8gs30b9j8kp4ae1h6oqk2ghi88,1/2/2026 10:20pm
60 Min Meeting between Adrial Dale and Adrial CLIENT,1/14/2026 11:00am,1/14/2026 12:00pm,_c4pncu348pon8kr26oqkkdb5ddl7et1m8tc40gr1dgn66rrd,1/13/2026 2:09pm
BLAKE HART CITY OF DURHAM HVAC INSPECTOR,1/14/2026 12:00pm,1/14/2026 3:00pm,_6orkag9i6cq3eb9j75344b9k6opj0ba28oqjgb9k690j0ghk74oj6d9g8o,1/9/2026 5:58pm
MEET WITH SARAH SOMETIME TODAY?,1/14/2026 12:00pm,1/14/2026 5:30pm,_60q3cha16ks36b9i74r34b9k8cpk4ba16h1kab9l8l23icq36cq32gi16s,1/13/2026 6:44pm
GET Honda inspection,1/14/2026 2:00pm,1/14/2026 3:00pm,_6ks46ga474q42b9p8os32b9k6h13eb9o6gr3eb9k68pj8h246923igpn74,12/15/2025 3:36pm
MTG: SARAH (FORTITUDE),1/15/2026 10:00am,1/15/2026 11:00am,_64q46h2688rj6b9p711jeb9k8p24aba160sjeb9n6t23ed1g70p48c1m6s,1/14/2026 3:13pm
60 Min Meeting between Adrial Dale and Adrial CLIENT,1/15/2026 11:00am,1/15/2026 12:00pm,_egq54t3kcp94agi69l44qk2ea56lior685q40gr1dgn66rrd,1/14/2026 6:06pm
Chrisana Hughes: Adrial Designs Meeting (25 mins),1/15/2026 12:00pm,1/15/2026 12:25pm,mndebm3rs6nij7l143n52hpo1g,1/14/2026 2:29pm
Meghan O'Leary: Adrial Designs Meeting (50 mins),1/15/2026 4:00pm,1/15/2026 4:50pm,faqpd6ovc66rf3jiq8cndhbet4,1/5/2026 3:47pm
CALL ARTHUR (?),1/15/2026 4:00pm,1/15/2026 5:00pm,_6gs46gq171336b9k8osj2b9k70r42ba28gsk8ba58kq42e1m85238dho8g,1/8/2026 10:57am
Meg Palmer: Adrial Designs Meeting (50 mins),1/16/2026 1:00pm,1/16/2026 1:50pm,vmq1g2ff8hqt15ukt5dom68ack,1/15/2026 11:09am
YES Ninja open gym 5-6 leave 445,1/18/2026 4:45pm,1/18/2026 6:15pm,_71130cq584q48b9l84q36b9k6cr3eba16gq44b9j69348hhj68sjge1i68_20260118T214500Z,1/18/2026 1:41am
Mr. David: Adrial Designs Meeting (50 mins),1/19/2026 12:00pm,1/19/2026 12:50pm,t005l7a1ouulgns0i90t0kqr04,1/14/2026 1:55pm
stephanie  chaput: Discovering your Opportunity — 35% off!,1/20/2026 4:00pm,1/20/2026 4:25pm,5ne8n642q22oj7kc4pgd6vs7b4,1/20/2026 11:34am
"TAIKO show at 530, leave 5",1/20/2026 5:00pm,1/20/2026 6:30pm,26ufc41ld5kailvtroiu1lvqh7,1/17/2026 1:36am
60 Min Meeting between Adrial Dale and Adrial CLIENT,1/21/2026 10:00am,1/21/2026 11:00am,_6tbmsdje91s50j2q99t42rb5dlnmiq3madrk0gr1dgn66rrd,1/19/2026 12:12pm
Mr. David: Adrial Designs Meeting (50 mins),1/21/2026 12:00pm,1/21/2026 12:50pm,lv1m8jm5vb1de5tdktgd026n0g,1/14/2026 10:39am
POTENTIAL UNC INNOVATION MEETING,1/21/2026 2:00pm,1/21/2026 3:00pm,_8cp42e1o8crk4ba688s4ab9k8kr3cb9o88qjaba68gpjee9j8gpk4hhi6c,1/14/2026 3:20pm
POTENTIAL UNC INNOVATION MEETING,1/21/2026 4:00pm,1/21/2026 5:00pm,_8op48d1k6kok6b9g7114cb9k6sokab9p8kq42b9g88r3id1p711jih9g64,1/14/2026 3:20pm
Testing between Adrial Dale and Adrial CLIENT,1/22/2026 9:00am,1/22/2026 10:00am,_ddt6imjmeti4kl2le12kmui49lh76l1n9l6k0gr1dgn66rrd,1/21/2026 1:49pm
Testing between Adrial Dale and Adrial CLIENT,1/22/2026 10:00am,1/22/2026 11:00am,_dkommj37e4p7ggppa1amksref8s44e38d1740gr1dgn66rrd,1/21/2026 1:26pm
Testing between Adrial Dale and Adrial CLIENT,1/22/2026 11:00am,1/22/2026 12:00pm,_dkpm8cqha90nikaob994mmj18t65ks9pd9q40gr1dgn66rrd,1/21/2026 1:31pm
Fidelity Investments Appointment,1/22/2026 3:00pm,1/22/2026 4:00pm,_cgr6achh70qj0bb4coqj6b9k75h3eb9o70rj4b9m70q38d336sp32oj66k,1/14/2026 3:16pm
Appointment with Fidelity,1/22/2026 5:00pm,1/22/2026 6:00pm,_6ssk6ca4692jigho8l0jgghh6op36e2468p42h9n6ksj4chm8h0j4chh6p1jic9mbso0,1/14/2026 4:15pm
New Event,1/23/2026 12:15pm,1/23/2026 12:30pm,_8h2j0dpk8cs32b9g74rj0b9k84qk6ba28ooj8ba160qj0h226923agi688,1/21/2026 7:27pm
POTENTIAL UNC INNOVATION MEETING,1/23/2026 1:00pm,1/23/2026 2:00pm,_60p48e9m6co3cb9p6h2jcb9k6d34cb9o8ork4b9l8gokad9l8l242ea460,1/14/2026 3:21pm
Navigators,1/23/2026 1:00pm,1/23/2026 4:00pm,_6go32c9k8kqj4b9o60qk8b9k64p4ab9p8l1j6b9g8go4agho6gr3ec1n6g,1/21/2026 7:26pm
Ashley Balabanoff: H Opp Full Coaching Session,1/23/2026 2:30pm,1/23/2026 3:20pm,vj3gl5ig3hc0tpr018p5dkmnt0,1/14/2026 9:45pm
ICE out for good,1/23/2026 3:00pm,1/23/2026 6:00pm,_891j6ghk8l13ab9h71138b9k8osjeba160q4ab9k84q38gpl6p1j2g9j8g,1/21/2026 7:24pm
Maybe see monks?,1/23/2026 3:30pm,1/23/2026 4:30pm,_68qj8d238gqjgba26krj6b9k70sk4b9o750k4ba26h1k8ga284rj4e1o70,1/23/2026 12:19am
COACH: WILL (MONTHLY),1/23/2026 6:30pm,1/23/2026 7:30pm,_690j0ci56l236b9o8h1jcb9k8d1jiba28p2j4ba36d1j2di26kp4ae9p6g,12/5/2025 7:36pm
MOMS DEATH ANNIVERSARY,1/25/2026 7:00pm,1/26/2026 7:00pm,_84q34cpk6h144b9g70sjeb9k60r4ab9o6gpj8ba37533chi56gq3gdhj6o,1/7/2026 6:21pm
POTENTIAL UNC INNOVATION MEETING,1/26/2026 3:00pm,1/26/2026 4:00pm,_6cs3ecq26ssjaba589338b9k651jgb9o64p44ba16kokch1j8kp4chi370,1/14/2026 3:21pm
Appointment with Fidelity,1/27/2026 5:00pm,1/27/2026 6:00pm,_6p2jic1j74q44cpi8l0k6e1k60sk8c9l6grj8cpg6spkadph8h1j8e9g8kq3edpmbso0,1/14/2026 4:14pm
Haul away,1/28/2026 7:00am,1/28/2026 7:00pm,_8h1j2chl6kr38b9k6h0j8b9k6oq4ab9o6l142ba475346h2365142d9i6s,1/9/2026 8:59pm
CSU BRAND AD MEETING,1/29/2026 6:30pm,1/29/2026 7:30pm,_6ssjgca58kqj4b9g6orjgb9k6kq3gb9o8523aba16d0j6h9o60pk4dq170,1/8/2026 6:29pm
PRINTER NOZZLE CHECK!,1/29/2026 6:30pm,1/29/2026 7:00pm,_70p42c9l6h13gb9n8cpjeb9k8cs46ba269246b9j8gqkcchk6kr32ha170,1/21/2026 2:24pm
OIE Student Staff Comms Training (5pm) ,1/29/2026 7:00pm,1/29/2026 8:00pm,_60q30c1g60o30e1i60o4ac1g60rj8gpl88rj2c1h84s34h9g60s30c1g60o30c1g6so4cea560qkcgq570o48gpg64o30c1g60o30c1g60o30c1g60o32c1g60o30c1g6cr34ghh6p1jeda274sj4ghk8ksjihhh8gsjce1l8923egq374pg,1/9/2026 1:22pm
MTG: ASHLEY BALABANOFF,1/30/2026 2:30pm,1/30/2026 3:30pm,_6oq38ghi64qjab9n6kqk4b9k88o3ab9p6p136ba16gsjcc1g64s4chhl8c,1/23/2026 12:02am
POTENTIAL UNC INNOVATION MEETING,1/30/2026 3:00pm,1/30/2026 4:00pm,_64pk2d9m85346ba574rjcb9k68ok2b9o6h24cba18cq3cea474ok2d9l88,1/14/2026 3:22pm
System Strengthening Advanced Digital Tools Meeting,1/30/2026 4:00pm,1/30/2026 5:00pm,_60q30c1g60o30e1i60o4ac1g60rj8gpl88rj2c1h84s34h9g60s30c1g60o30c1g8ko3eca36orj2c1h70rk8gpg64o30c1g60o30c1g60o30c1g60o32c1g60o30c1g84p38chp6cs3gdhn84rj0c9k60sk4hhi6l1jic1p70o3eg9k7510,1/16/2026 4:40pm
GILLINGS CPH MAGAZINE,2/2/2026 2:00pm,2/2/2026 3:00pm,_7533adpj85338ba268q3cb9k8ks3cb9p88ojib9g6p34ah1p68q48d9h70,9/15/2025 2:23pm
Mammogram check in 105 image and spine center appt 130,2/5/2026 1:00pm,2/5/2026 3:00pm,_6ks38ga16cq42ba284sj0b9k8gpj8ba28h23gb9j6l336c9i64pj8dpl60,1/30/2025 1:50pm
POTENTIAL UNC INNOVATION MEETING,2/5/2026 4:00pm,2/5/2026 5:00pm,_60p4cdhp8cq42ba5850kcb9k6cqk2ba160p36ba56oskce218l242dhl64,1/14/2026 3:22pm
POTENTIAL UNC INNOVATION MEETING,2/6/2026 3:00pm,2/6/2026 4:00pm,_8l1j4e1l64qjeba46kp42b9k74p44b9p850kcba66p33edhn6oo46cpn6s,1/14/2026 3:22pm
Mint Julep Jazz Band at Duke Swing Dance Club's Night of Swing,2/6/2026 6:00pm,2/6/2026 9:00pm,_6h2k2ha58h0k2b9j8kok6b9k68pjcb9p74okcb9o6oqkcdi270r48e9p8c,1/14/2026 2:50pm
POTENTIAL UNC INNOVATION MEETING,2/9/2026 1:00pm,2/9/2026 2:00pm,_6os42dhh8p34ab9g8ork6b9k6ook8b9p84qj6ba48cqjcdq288qkcgi260,1/14/2026 3:22pm
POTENTIAL UNC INNOVATION MEETING,2/9/2026 3:00pm,2/9/2026 4:00pm,_8l2j4dph60sjgb9h68r3cb9k84o3ib9o61138ba2852kah266l1jcda388,1/14/2026 3:22pm
"SKIN with Brian Rayala, MD",2/10/2026 3:15pm,2/10/2026 4:00pm,_at82qchkdhk5gjj2b1r4kdr6elmnija294qmml1d6934eg9d6d22qcq45kp38qjcdd56glqo997mmcqj5kp4ck3k68mj4gjnc8p56ha195t6odpp6tcm6b9i8pp58pj25kp44tam9kp7kg9d6d240trnesn6qubldphm6q31e9q2srrics,11/19/2025 1:09pm
New Event,2/12/2026 1:00pm,2/12/2026 2:00pm,_6d144chh61348b9k74r36b9k70sj4b9p84rkab9i6d33ed9l6gq32g9h64,11/19/2025 1:14pm
New Event,2/12/2026 1:00pm,2/12/2026 2:00pm,_70q30e9p61142b9g851k8b9k6p342ba160o3eb9p64r34h1g8d2k2g9m70,11/19/2025 1:14pm
COACH: WILL (MONTHLY),2/13/2026 6:30pm,2/13/2026 7:30pm,_60pk2d9l6ss34b9n60s38b9k6ssj4b9o6cr3ib9o8crk2dq48l2j4chk60,12/5/2025 7:37pm
Haircut Heather Indra,2/16/2026 6:00pm,2/16/2026 8:00pm,_8gpkacpn6t0j4b9m6kp34b9k65236b9p75144b9i6d23aghm892kaci66c,12/22/2025 7:57pm
MUSEUM OF LIFE & SCIENCE FREE DAY!,2/18/2026 12:00pm,2/18/2026 7:00pm,_8krj2ci165344ba561246b9k8kok4ba28go3gba16p130dq160r3ch9k8k,8/20/2025 9:13am
MUSEUM OF LIFE & SCIENCE FREE DAY!,3/17/2026 12:00pm,3/17/2026 7:00pm,_68okag9h6so48b9m8h0j0b9k6sqjgba28os3eba18ork6cpg84rj4da38k,8/20/2025 9:13am
MUSEUM OF LIFE & SCIENCE FREE DAY!,4/10/2026 12:00pm,4/10/2026 7:00pm,_60pj0d2588ok2ba384qjgb9k6l2kcba18cp36ba3611j0cq58p2j8ga46o,8/20/2025 9:14am
ADRIAL DENTIST,4/28/2026 2:00pm,4/28/2026 3:00pm,_752j2gi66p130b9j6op3eb9k8p342ba26srj4ba26grk4gq268p3gc2370,10/23/2025 12:42pm
MUSEUM OF LIFE & SCIENCE FREE DAY!,5/5/2026 12:00pm,5/5/2026 7:00pm,_6kr32d1h84q30b9m8gq4cb9k6ss36ba26l236b9p64oj4hhl8kr3igq38c,8/20/2025 9:14am
Heather dentist,7/2/2026 2:00pm,7/2/2026 3:00pm,_6923iea66cs3iba56gq3ib9k64sk8b9o8l2k4ba2652j4dpp68qj8cq18c,12/18/2025 2:47pm
CANCEL TARGET 360 / SHIPT,9/18/2026 7:00pm,9/18/2026 8:00pm,_71244ghi6sr38ba26coj2b9k8cq46b9p6oqk4b9g6l342ga46so44c9n6s,9/25/2025 12:42am
CANCEL TARGET 360 / SHIPT,9/18/2026 7:00pm,9/18/2026 8:00pm,_8gqk8hhg8krjcb9h68rjgb9k8gq38b9o64rk6b9n60p38dpj74sjee1l68,9/25/2025 12:42am
ADRIAL ANNUAL PHYSICAL (4p),11/19/2026 3:30pm,11/19/2026 5:00pm,_6go34d9h64r3aba371230b9k8ks44b9p74r44b9l8h0kcghg84ojid1i88,11/19/2025 1:16pm
Buy more no wonder? (Buy 1 get 1 half off),12/2/2026 3:00pm,12/2/2026 4:00pm,_6cq42c1h6krj0b9h88ok8b9k711k4ba28gp4cb9g6kp3ae228l1jaghl84,12/31/2025 2:43am
POTENTIAL UNC INNOVATION MEETING,2/10/2027 9:00pm,2/10/2027 10:00pm,_88rjgh9i6t244b9i70p4cb9k6d234b9p8os4ab9i6d1k2d1g60q3adq36g,1/14/2026 3:22pm
total lunar eclipse!,6/25/2029 2:00pm,6/25/2029 3:00pm,_8go3idq46cr46b9g8d33eb9k64p32b9p6kq3gba46l146e9o711k2e1i6k,3/14/2025 2:51am